id_listing,merk,model,segmen,tahun,kilometer,transmisi,bahan_bakar,kapasitas_cc,warna,kota,jumlah_pemilik,riwayat_servis,bekas_banjir,bekas_tabrak,pajak_hidup,budget_user_juta,harga_jual_juta,rekomendasi_score
MB20120334,Mitsubishi,Xpander,MPV,2012,167397,MT,Bensin,1500,Silver,Denpasar,1,Lengkap,Tidak,Ya,Ya,68.3,77.5,32.8
MB20140335,Daihatsu,Terios,SUV,2014,126874,AT,Bensin,1500,Biru,Denpasar,4,Sebagian,Ya,Tidak,Ya,73.3,73.5,34.8
MB20180336,Toyota,Rush,SUV,2018,106923,MT,Bensin,1500,Hitam,Bekasi,1,Sebagian,Tidak,Tidak,Ya,131.0,170.8,51.6
MB20110337,Daihatsu,Terios,SUV,2011,186887,MT,Bensin,1500,Biru,Denpasar,1,Sebagian,Ya,Ya,Ya,53.7,56.2,15.7
MB20200338,Daihatsu,Xenia,MPV,2020,50311,MT,Bensin,1457,Coklat,Bekasi,2,Sebagian,Tidak,Tidak,Tidak,160.0,125.7,88.8
MB20230339,Daihatsu,Terios,SUV,2023,30120,AT,Bensin,1500,Abu-abu,Bandung,1,Lengkap,Tidak,Tidak,Ya,249.0,294.3,82.4
MB20140340,Honda,Jazz,Hatchback,2014,213274,AT,Bensin,1500,Biru,Semarang,3,Lengkap,Tidak,Ya,Ya,89.1,83.0,51.1
MB20240341,Mitsubishi,Pajero Sport,SUV,2024,6314,AT,Diesel,2400,Hitam,Jakarta,1,Sebagian,Tidak,Ya,Ya,900.0,714.5,93.4
MB20120342,Toyota,Avanza,MPV,2012,248553,AT,Bensin,1473,Merah,Semarang,1,Sebagian,Tidak,Tidak,Ya,76.6,65.3,56.5
MB20180343,Toyota,Avanza,MPV,2018,125209,MT,Bensin,1318,Abu-abu,Bekasi,5,Tidak Ada,Tidak,Ya,Ya,118.3,92.6,60.9
MB20120344,Toyota,Innova,MPV,2012,354866,AT,Bensin,2281,Hitam,Semarang,1,Lengkap,Tidak,Ya,Ya,133.9,119.9,41.1
MB20180345,Daihatsu,Terios,SUV,2018,153768,MT,Bensin,1500,Biru,Bandung,1,Lengkap,Tidak,Tidak,Ya,169.0,164.7,88.8
MB20220346,Honda,Brio,City Car,2022,25270,MT,Bensin,1200,Abu-abu,Jakarta,1,Sebagian,Tidak,Tidak,Ya,140.8,178.7,71.1
MB20170347,Mitsubishi,Xpander,MPV,2017,131463,AT,Bensin,1500,Kuning,Surabaya,1,Sebagian,Tidak,Tidak,Ya,140.8,150.0,76.0
MB20120348,Toyota,Rush,SUV,2012,78427,MT,Bensin,1500,Biru,Tangerang,2,Lengkap,Tidak,Tidak,Tidak,104.0,96.1,80.1
MB20240349,Toyota,Innova,MPV,2024,10158,AT,Diesel,2196,Merah,Jakarta,1,Lengkap,Tidak,Tidak,Ya,621.2,539.4,115.6
MB20120350,Suzuki,Ertiga,MPV,2012,72796,AT,Bensin,1404,Coklat,Bandung,1,Sebagian,Tidak,Tidak,Ya,90.4,87.8,73.2
MB20240351,Daihatsu,Ayla,City Car,2024,8157,AT,Bensin,1192,Hitam,Medan,4,Sebagian,Tidak,Tidak,Ya,190.2,152.3,100.6
MB20240352,Daihatsu,Terios,SUV,2024,14748,MT,Bensin,1500,Silver,Yogyakarta,1,Lengkap,Tidak,Tidak,Ya,289.2,304.0,101.5
MB20110353,Daihatsu,Ayla,City Car,2011,240010,AT,Bensin,1168,Biru,Tangerang,1,Lengkap,Tidak,Tidak,Ya,50.8,41.3,69.7
MB20190354,Toyota,Rush,SUV,2019,121780,MT,Bensin,1500,Coklat,Makassar,2,Sebagian,Tidak,Ya,Ya,112.6,127.2,46.0
MB20160355,Suzuki,Ertiga,MPV,2016,72826,MT,Bensin,1425,Biru,Tangerang,1,Tidak Ada,Tidak,Ya,Tidak,120.3,104.8,69.0
MB20210356,Toyota,Avanza,MPV,2021,89454,MT,Bensin,1423,Abu-abu,Bekasi,2,Lengkap,Ya,Tidak,Ya,134.7,122.8,69.3
MB20140357,Daihatsu,Xenia,MPV,2014,196024,MT,Bensin,1302,Abu-abu,Makassar,4,Lengkap,Tidak,Tidak,Ya,80.9,72.8,65.6
MB20110358,Daihatsu,Xenia,MPV,2011,199698,MT,Bensin,1348,Merah,Medan,3,Tidak Ada,Tidak,Tidak,Ya,54.2,54.5,49.6
MB20220359,Daihatsu,Xenia,MPV,2022,48699,AT,Bensin,1459,Silver,Semarang,2,Lengkap,Tidak,Tidak,Ya,136.4,161.2,76.2
MB20100360,Toyota,Agya,City Car,2010,65861,AT,Bensin,1066,Coklat,Semarang,2,Lengkap,Tidak,Ya,Ya,50.0,36.4,60.7
MB20110361,Daihatsu,Terios,SUV,2011,110888,MT,Bensin,1500,Merah,Yogyakarta,2,Sebagian,Tidak,Ya,Ya,73.7,70.9,50.6
MB20140362,Suzuki,Ertiga,MPV,2014,191610,MT,Bensin,1473,Hitam,Makassar,3,Lengkap,Tidak,Tidak,Ya,89.1,91.8,62.8
MB20160363,Mitsubishi,Xpander,MPV,2016,132207,AT,Bensin,1500,Kuning,Denpasar,1,Sebagian,Ya,Tidak,Ya,90.0,96.8,37.6
MB20220364,Honda,HR-V,SUV,2022,22453,CVT,Bensin,1779,Putih,Depok,3,Tidak Ada,Tidak,Tidak,Ya,327.1,297.1,90.4
MB20170365,Daihatsu,Ayla,City Car,2017,87153,AT,Bensin,1182,Putih,Denpasar,2,Sebagian,Tidak,Ya,Ya,67.2,67.2,69.9
MB20180366,Daihatsu,Terios,SUV,2018,69495,MT,Bensin,1500,Biru,Surabaya,3,Sebagian,Tidak,Tidak,Ya,154.5,153.2,86.2
MB20100367,Toyota,Avanza,MPV,2010,262305,AT,Bensin,1322,Silver,Bekasi,1,Sebagian,Tidak,Tidak,Ya,50.0,63.2,26.3
MB20160368,Daihatsu,Terios,SUV,2016,84607,MT,Bensin,1500,Putih,Tangerang,2,Lengkap,Ya,Tidak,Ya,116.4,102.3,59.4
MB20230369,Honda,Jazz,Hatchback,2023,25441,AT,Bensin,1500,Putih,Makassar,3,Sebagian,Tidak,Tidak,Ya,178.1,227.2,62.5
MB20150370,Honda,Brio,City Car,2015,116306,MT,Bensin,1200,Putih,Surabaya,1,Lengkap,Tidak,Tidak,Tidak,84.4,76.1,86.7
MB20130371,Daihatsu,Xenia,MPV,2013,132397,MT,Bensin,1390,Biru,Jakarta,1,Sebagian,Tidak,Tidak,Ya,57.3,77.5,32.7
MB20220372,Toyota,Fortuner,SUV,2022,35449,AT,Diesel,2576,Kuning,Bekasi,2,Lengkap,Tidak,Tidak,Ya,413.1,577.4,51.3
MB20160373,Mitsubishi,Pajero Sport,SUV,2016,180890,AT,Diesel,2400,Abu-abu,Denpasar,3,Sebagian,Tidak,Tidak,Ya,394.7,292.2,72.9
MB20230374,Daihatsu,Terios,SUV,2023,31496,AT,Bensin,1500,Kuning,Jakarta,3,Lengkap,Tidak,Tidak,Ya,215.0,252.7,78.0
MB20210375,Toyota,Fortuner,SUV,2021,76961,AT,Bensin,2704,Coklat,Bogor,2,Sebagian,Tidak,Tidak,Tidak,445.5,432.8,90.1
MB20240376,Daihatsu,Ayla,City Car,2024,20021,MT,Bensin,1144,Merah,Tangerang,3,Lengkap,Tidak,Tidak,Ya,167.3,140.3,100.4
MB20110377,Toyota,Fortuner,SUV,2011,241831,AT,Bensin,2796,Coklat,Yogyakarta,3,Sebagian,Tidak,Tidak,Ya,190.8,180.3,53.0
MB20210378,Daihatsu,Terios,SUV,2021,69389,AT,Bensin,1500,Silver,Depok,1,Tidak Ada,Tidak,Tidak,Ya,257.4,209.9,96.3
MB20170379,Toyota,Fortuner,SUV,2017,49473,AT,Diesel,2594,Putih,Denpasar,1,Lengkap,Tidak,Tidak,Tidak,340.7,311.8,86.1
MB20100380,Mitsubishi,Xpander,MPV,2010,141180,AT,Bensin,1500,Merah,Surabaya,3,Lengkap,Tidak,Tidak,Ya,61.4,86.6,17.5
MB20160381,Mitsubishi,Pajero Sport,SUV,2016,73330,AT,Diesel,2400,Putih,Makassar,2,Lengkap,Tidak,Tidak,Ya,316.6,313.5,83.0
MB20220382,Mitsubishi,Pajero Sport,SUV,2022,56013,AT,Diesel,2400,Hitam,Jakarta,2,Lengkap,Tidak,Tidak,Ya,822.0,639.3,106.9
MB20210383,Daihatsu,Ayla,City Car,2021,92105,AT,Bensin,1173,Abu-abu,Jakarta,2,Tidak Ada,Tidak,Tidak,Tidak,68.8,82.7,54.1
MB20230384,Daihatsu,Ayla,City Car,2023,27919,AT,Bensin,1089,Kuning,Makassar,2,Sebagian,Tidak,Tidak,Ya,191.9,154.2,106.8
MB20100385,Daihatsu,Ayla,City Car,2010,224740,MT,Bensin,1153,Kuning,Semarang,4,Lengkap,Tidak,Ya,Tidak,50.0,33.5,44.1
MB20170386,Daihatsu,Xenia,MPV,2017,126610,AT,Bensin,1317,Coklat,Bandung,5,Lengkap,Tidak,Tidak,Ya,102.9,97.3,74.4
MB20170387,Honda,HR-V,SUV,2017,41524,CVT,Bensin,1543,Merah,Jakarta,1,Tidak Ada,Ya,Tidak,Tidak,187.4,140.8,61.1
MB20180388,Toyota,Fortuner,SUV,2018,151174,AT,Bensin,2678,Kuning,Jakarta,3,Tidak Ada,Tidak,Tidak,Ya,325.6,301.0,71.0
MB20150389,Mitsubishi,Pajero Sport,SUV,2015,152788,AT,Diesel,2400,Merah,Surabaya,2,Lengkap,Tidak,Tidak,Tidak,203.8,243.5,45.9
MB20180390,Mitsubishi,Pajero Sport,SUV,2018,51231,AT,Diesel,2400,Abu-abu,Bogor,3,Lengkap,Tidak,Ya,Ya,367.3,311.5,69.5
MB20200391,Toyota,Agya,City Car,2020,42210,AT,Bensin,1151,Biru,Bekasi,1,Lengkap,Ya,Tidak,Ya,101.6,86.2,69.7
MB20240392,Daihatsu,Terios,SUV,2024,20716,AT,Bensin,1500,Hitam,Denpasar,2,Lengkap,Tidak,Tidak,Ya,295.4,284.9,105.4
MB20130393,Daihatsu,Terios,SUV,2013,46597,MT,Bensin,1500,Biru,Tangerang,4,Tidak Ada,Tidak,Ya,Tidak,103.2,72.9,55.2
MB20220394,Honda,Brio,City Car,2022,32001,MT,Bensin,1200,Putih,Denpasar,3,Lengkap,Tidak,Tidak,Ya,176.8,156.4,94.1
MB20190395,Daihatsu,Ayla,City Car,2019,112246,MT,Bensin,1176,Silver,Surabaya,2,Sebagian,Ya,Tidak,Ya,92.1,62.0,58.9
MB20100396,Honda,Brio,City Car,2010,191254,MT,Bensin,1200,Merah,Surabaya,2,Sebagian,Ya,Tidak,Ya,50.0,35.9,36.8
MB20180397,Toyota,Avanza,MPV,2018,29889,AT,Bensin,1309,Putih,Tangerang,3,Lengkap,Tidak,Tidak,Tidak,108.6,115.9,75.1
MB20230398,Toyota,Rush,SUV,2023,35602,AT,Bensin,1500,Coklat,Denpasar,5,Lengkap,Tidak,Tidak,Ya,257.9,251.1,99.3
MB20210399,Toyota,Agya,City Car,2021,32086,MT,Bensin,1113,Biru,Surabaya,4,Lengkap,Tidak,Tidak,Ya,124.4,120.3,92.8
MB20170400,Mitsubishi,Xpander,MPV,2017,82529,AT,Bensin,1500,Kuning,Tangerang,3,Lengkap,Tidak,Tidak,Ya,179.3,149.0,85.2
MB20190401,Daihatsu,Ayla,City Car,2019,111009,MT,Bensin,1042,Silver,Yogyakarta,2,Sebagian,Tidak,Tidak,Ya,86.5,82.2,83.4
MB20210402,Honda,Jazz,Hatchback,2021,54540,MT,Bensin,1500,Putih,Tangerang,2,Tidak Ada,Tidak,Ya,Ya,138.9,163.1,50.4
MB20140403,Honda,HR-V,SUV,2014,187347,AT,Bensin,1612,Merah,Tangerang,2,Sebagian,Tidak,Ya,Ya,108.9,117.6,40.7
MB20150404,Daihatsu,Terios,SUV,2015,111451,MT,Bensin,1500,Merah,Bekasi,5,Sebagian,Tidak,Tidak,Ya,111.2,107.5,66.7
MB20110405,Toyota,Rush,SUV,2011,176705,AT,Bensin,1500,Putih,Bogor,2,Lengkap,Tidak,Tidak,Tidak,62.3,68.5,46.6
MB20240406,Mitsubishi,Xpander,MPV,2024,14782,AT,Bensin,1500,Kuning,Jakarta,1,Lengkap,Tidak,Ya,Ya,289.7,282.8,98.1
MB20180407,Toyota,Rush,SUV,2018,137172,MT,Bensin,1500,Merah,Bogor,1,Lengkap,Tidak,Ya,Ya,170.2,143.2,77.8
MB20190408,Honda,HR-V,SUV,2019,104258,AT,Bensin,1582,Coklat,Semarang,4,Lengkap,Tidak,Ya,Ya,209.9,192.4,68.6
MB20100409,Toyota,Agya,City Car,2010,246543,AT,Bensin,1144,Merah,Bandung,1,Tidak Ada,Tidak,Tidak,Tidak,50.0,34.4,55.5
MB20160410,Daihatsu,Ayla,City Car,2016,84886,AT,Bensin,1110,Silver,Semarang,3,Lengkap,Tidak,Tidak,Ya,72.4,59.7,82.9
MB20200411,Honda,Jazz,Hatchback,2020,80683,AT,Bensin,1500,Abu-abu,Bogor,1,Sebagian,Tidak,Tidak,Ya,181.3,178.1,89.9
MB20150412,Daihatsu,Ayla,City Car,2015,108145,MT,Bensin,1137,Hitam,Bandung,3,Sebagian,Tidak,Tidak,Ya,61.0,55.2,73.3
MB20240413,Honda,Jazz,Hatchback,2024,19365,MT,Bensin,1500,Hitam,Bogor,1,Sebagian,Ya,Tidak,Ya,276.7,227.4,86.8
MB20150414,Daihatsu,Xenia,MPV,2015,64838,AT,Bensin,1435,Biru,Semarang,1,Tidak Ada,Tidak,Tidak,Ya,102.8,99.1,80.5
MB20200415,Mitsubishi,Xpander,MPV,2020,36523,AT,Bensin,1500,Abu-abu,Makassar,2,Lengkap,Tidak,Tidak,Ya,299.1,217.0,100.1
MB20180416,Mitsubishi,Pajero Sport,SUV,2018,90101,AT,Diesel,2400,Merah,Makassar,2,Tidak Ada,Tidak,Tidak,Ya,432.8,366.8,79.9
MB20240417,Toyota,Rush,SUV,2024,7606,AT,Bensin,1500,Silver,Denpasar,4,Lengkap,Tidak,Tidak,Ya,271.4,296.5,89.6
MB20170418,Honda,Brio,City Car,2017,163480,MT,Bensin,1200,Silver,Denpasar,2,Tidak Ada,Tidak,Ya,Tidak,62.2,65.1,48.2
MB20170419,Toyota,Innova,MPV,2017,110647,AT,Bensin,2094,Coklat,Denpasar,4,Sebagian,Tidak,Tidak,Ya,230.6,232.7,77.0
MB20170420,Honda,HR-V,SUV,2017,150601,AT,Bensin,1621,Biru,Jakarta,2,Lengkap,Tidak,Tidak,Ya,228.7,174.9,83.6
MB20170421,Mitsubishi,Xpander,MPV,2017,145506,MT,Bensin,1500,Putih,Denpasar,1,Tidak Ada,Tidak,Tidak,Ya,146.6,132.9,74.6
MB20190422,Daihatsu,Xenia,MPV,2019,15752,AT,Bensin,1399,Merah,Bogor,3,Sebagian,Ya,Ya,Ya,93.7,102.2,41.7
MB20140423,Toyota,Avanza,MPV,2014,143113,MT,Bensin,1422,Abu-abu,Medan,1,Lengkap,Tidak,Tidak,Tidak,86.6,73.5,73.4
MB20210424,Toyota,Fortuner,SUV,2021,32871,AT,Bensin,2686,Biru,Jakarta,3,Lengkap,Tidak,Tidak,Ya,589.8,512.3,97.2
MB20170425,Toyota,Fortuner,SUV,2017,65576,AT,Bensin,2452,Hitam,Bogor,2,Lengkap,Tidak,Tidak,Ya,303.7,372.3,63.5
MB20180426,Honda,Brio,City Car,2018,125827,MT,Bensin,1200,Putih,Bekasi,1,Tidak Ada,Tidak,Tidak,Ya,87.4,89.6,73.5
MB20120427,Honda,Brio,City Car,2012,125595,AT,Bensin,1200,Hitam,Medan,2,Lengkap,Ya,Tidak,Ya,55.6,40.5,50.3
MB20230428,Toyota,Avanza,MPV,2023,37440,AT,Bensin,1496,Silver,Depok,2,Lengkap,Tidak,Tidak,Ya,153.2,201.9,63.0
MB20220429,Toyota,Agya,City Car,2022,14477,MT,Bensin,1091,Abu-abu,Bogor,2,Sebagian,Tidak,Tidak,Ya,217.4,146.3,108.3
MB20140430,Toyota,Innova,MPV,2014,20817,AT,Diesel,2215,Coklat,Bandung,1,Lengkap,Tidak,Tidak,Tidak,149.7,175.8,59.2
MB20130431,Daihatsu,Ayla,City Car,2013,221022,MT,Bensin,1110,Hitam,Makassar,1,Lengkap,Tidak,Tidak,Ya,52.8,47.4,74.0
MB20130432,Daihatsu,Xenia,MPV,2013,200689,AT,Bensin,1490,Merah,Yogyakarta,3,Sebagian,Tidak,Tidak,Ya,91.6,72.0,63.8
MB20170433,Toyota,Rush,SUV,2017,47770,AT,Bensin,1500,Putih,Bekasi,2,Sebagian,Tidak,Tidak,Ya,169.0,160.2,89.1
MB20150434,Toyota,Rush,SUV,2015,44042,AT,Bensin,1500,Kuning,Depok,3,Sebagian,Tidak,Tidak,Ya,109.7,121.2,63.9
MB20170435,Daihatsu,Ayla,City Car,2017,61580,MT,Bensin,1194,Biru,Bogor,2,Tidak Ada,Ya,Tidak,Ya,57.7,52.3,53.8
MB20210436,Mitsubishi,Xpander,MPV,2021,65469,AT,Bensin,1500,Kuning,Bogor,1,Lengkap,Tidak,Tidak,Ya,222.0,221.1,97.0
MB20150437,Toyota,Agya,City Car,2015,61232,MT,Bensin,1087,Abu-abu,Makassar,2,Lengkap,Tidak,Tidak,Ya,51.0,51.3,75.9
MB20190438,Toyota,Agya,City Car,2019,75057,MT,Bensin,1004,Kuning,Bandung,1,Sebagian,Tidak,Tidak,Tidak,69.6,84.4,62.3
MB20190439,Toyota,Fortuner,SUV,2019,115576,AT,Diesel,2460,Hitam,Depok,4,Sebagian,Tidak,Tidak,Ya,452.1,358.8,81.2
MB20130440,Toyota,Rush,SUV,2013,201994,MT,Bensin,1500,Silver,Makassar,4,Lengkap,Tidak,Tidak,Ya,90.9,81.5,58.0
MB20230441,Daihatsu,Xenia,MPV,2023,10796,AT,Bensin,1418,Putih,Jakarta,5,Tidak Ada,Tidak,Tidak,Ya,169.6,175.4,87.6
MB20100442,Daihatsu,Terios,SUV,2010,183388,MT,Bensin,1500,Silver,Medan,4,Lengkap,Tidak,Ya,Ya,50.0,55.6,27.4
MB20170443,Toyota,Rush,SUV,2017,101019,MT,Bensin,1500,Putih,Tangerang,2,Lengkap,Tidak,Tidak,Ya,142.8,149.9,76.9
MB20210444,Toyota,Rush,SUV,2021,80803,MT,Bensin,1500,Kuning,Bekasi,2,Tidak Ada,Tidak,Tidak,Ya,208.1,190.2,86.0
MB20160445,Honda,Jazz,Hatchback,2016,126791,AT,Bensin,1500,Silver,Tangerang,1,Tidak Ada,Tidak,Tidak,Ya,119.2,115.4,72.7
MB20100446,Daihatsu,Xenia,MPV,2010,185986,AT,Bensin,1350,Biru,Tangerang,2,Sebagian,Tidak,Tidak,Ya,56.3,58.8,56.3
MB20150447,Toyota,Agya,City Car,2015,179177,AT,Bensin,1122,Kuning,Bandung,3,Sebagian,Tidak,Tidak,Ya,62.1,58.5,66.8
MB20120448,Honda,HR-V,SUV,2012,143637,AT,Bensin,1520,Kuning,Surabaya,4,Tidak Ada,Tidak,Tidak,Tidak,111.1,93.4,57.6
MB20220449,Toyota,Agya,City Car,2022,86782,AT,Bensin,1021,Merah,Bogor,2,Tidak Ada,Tidak,Tidak,Tidak,97.0,103.8,77.5
MB20210450,Daihatsu,Xenia,MPV,2021,33886,MT,Bensin,1340,Coklat,Denpasar,2,Sebagian,Tidak,Ya,Ya,126.1,137.4,67.2
MB20110451,Daihatsu,Xenia,MPV,2011,154069,AT,Bensin,1436,Coklat,Bandung,2,Lengkap,Tidak,Tidak,Ya,69.4,56.3,64.1
MB20230452,Honda,Jazz,Hatchback,2023,30029,MT,Bensin,1500,Hitam,Tangerang,2,Lengkap,Tidak,Tidak,Ya,281.2,258.9,103.3
MB20120453,Daihatsu,Xenia,MPV,2012,187757,AT,Bensin,1442,Hitam,Makassar,4,Lengkap,Tidak,Tidak,Ya,50.4,68.3,22.3
MB20110454,Mitsubishi,Xpander,MPV,2011,262321,MT,Bensin,1500,Abu-abu,Denpasar,2,Sebagian,Tidak,Tidak,Tidak,76.9,67.9,50.1
MB20180455,Daihatsu,Terios,SUV,2018,72168,AT,Bensin,1500,Merah,Semarang,3,Sebagian,Tidak,Tidak,Ya,177.4,155.5,83.3
MB20160456,Honda,HR-V,SUV,2016,151665,AT,Bensin,1649,Merah,Bogor,5,Sebagian,Ya,Tidak,Tidak,141.5,111.7,49.3
MB20220457,Honda,Brio,City Car,2022,21649,AT,Bensin,1200,Merah,Makassar,2,Sebagian,Tidak,Tidak,Ya,193.0,172.0,98.3
MB20230458,Daihatsu,Ayla,City Car,2023,38649,AT,Bensin,1182,Abu-abu,Medan,2,Lengkap,Tidak,Tidak,Ya,130.1,149.6,88.0
MB20210459,Mitsubishi,Pajero Sport,SUV,2021,46724,AT,Diesel,2400,Merah,Tangerang,2,Sebagian,Ya,Tidak,Ya,391.0,432.4,54.3
MB20180460,Daihatsu,Xenia,MPV,2018,197087,MT,Bensin,1464,Silver,Bogor,2,Sebagian,Tidak,Ya,Ya,92.9,94.0,56.9
MB20170461,Toyota,Fortuner,SUV,2017,145196,AT,Diesel,2405,Kuning,Denpasar,1,Sebagian,Tidak,Ya,Tidak,301.9,265.8,60.2
MB20190462,Mitsubishi,Xpander,MPV,2019,108316,MT,Bensin,1500,Kuning,Tangerang,3,Sebagian,Tidak,Ya,Ya,136.8,121.6,62.4
MB20140463,Toyota,Avanza,MPV,2014,183707,MT,Bensin,1311,Merah,Bekasi,2,Sebagian,Ya,Tidak,Ya,74.3,68.4,42.2
MB20240464,Honda,HR-V,SUV,2024,16754,AT,Bensin,1507,Silver,Tangerang,1,Sebagian,Tidak,Tidak,Ya,304.4,353.4,84.1
MB20150465,Toyota,Fortuner,SUV,2015,147480,AT,Diesel,2780,Abu-abu,Semarang,3,Lengkap,Tidak,Ya,Ya,183.0,201.6,40.0
MB20170466,Honda,Brio,City Car,2017,78464,AT,Bensin,1200,Merah,Denpasar,1,Sebagian,Tidak,Tidak,Ya,114.7,95.1,86.5
MB20140467,Toyota,Fortuner,SUV,2014,95780,AT,Bensin,2712,Silver,Yogyakarta,1,Sebagian,Tidak,Tidak,Ya,323.8,234.3,75.7
MB20180468,Honda,HR-V,SUV,2018,110541,CVT,Bensin,1719,Hitam,Bekasi,2,Sebagian,Tidak,Tidak,Ya,189.5,158.8,78.5
MB20120469,Daihatsu,Ayla,City Car,2012,255824,AT,Bensin,1100,Kuning,Bogor,2,Tidak Ada,Tidak,Tidak,Ya,50.0,34.0,56.8
MB20140470,Daihatsu,Ayla,City Car,2014,157941,MT,Bensin,1088,Coklat,Bandung,3,Lengkap,Tidak,Tidak,Ya,50.2,47.8,70.1
MB20210471,Daihatsu,Xenia,MPV,2021,98356,AT,Bensin,1452,Hitam,Tangerang,2,Sebagian,Tidak,Tidak,Ya,152.5,144.2,88.9
MB20120472,Toyota,Rush,SUV,2012,192834,AT,Bensin,1500,Hitam,Surabaya,2,Sebagian,Tidak,Ya,Ya,55.2,70.7,6.8
MB20180473,Mitsubishi,Xpander,MPV,2018,60739,MT,Bensin,1500,Putih,Surabaya,2,Lengkap,Tidak,Ya,Tidak,123.1,147.4,49.6
MB20120474,Mitsubishi,Pajero Sport,SUV,2012,354976,AT,Diesel,2400,Coklat,Medan,1,Tidak Ada,Ya,Ya,Ya,89.1,130.5,0.0
MB20230475,Toyota,Innova,MPV,2023,22710,AT,Bensin,2183,Merah,Makassar,2,Lengkap,Tidak,Tidak,Ya,268.3,416.5,42.3
MB20190476,Suzuki,Ertiga,MPV,2019,89718,AT,Bensin,1465,Coklat,Medan,2,Sebagian,Tidak,Tidak,Ya,141.5,154.7,72.9
MB20200477,Daihatsu,Xenia,MPV,2020,52911,AT,Bensin,1384,Putih,Medan,2,Sebagian,Tidak,Tidak,Tidak,123.7,125.8,82.2
MB20150478,Daihatsu,Terios,SUV,2015,80343,MT,Bensin,1500,Abu-abu,Medan,2,Sebagian,Ya,Tidak,Ya,123.3,90.1,56.5
MB20190479,Daihatsu,Terios,SUV,2019,24054,MT,Bensin,1500,Kuning,Depok,2,Lengkap,Tidak,Tidak,Ya,242.6,173.3,99.1
MB20190480,Honda,HR-V,SUV,2019,72290,AT,Bensin,1584,Abu-abu,Bogor,1,Lengkap,Ya,Tidak,Ya,217.7,187.7,69.8
MB20130481,Honda,HR-V,SUV,2013,260275,AT,Bensin,1799,Putih,Depok,2,Tidak Ada,Tidak,Tidak,Ya,85.2,103.6,26.4
MB20100482,Toyota,Fortuner,SUV,2010,138376,AT,Diesel,2452,Abu-abu,Bogor,1,Sebagian,Ya,Tidak,Ya,106.8,143.5,0.0
MB20180483,Mitsubishi,Xpander,MPV,2018,118829,MT,Bensin,1500,Merah,Denpasar,1,Lengkap,Tidak,Tidak,Tidak,175.1,158.3,88.0
MB20110484,Honda,Jazz,Hatchback,2011,319497,AT,Bensin,1500,Kuning,Yogyakarta,3,Sebagian,Tidak,Tidak,Tidak,56.8,55.9,46.0
MB20220485,Toyota,Fortuner,SUV,2022,17397,AT,Diesel,2593,Hitam,Yogyakarta,3,Sebagian,Tidak,Tidak,Ya,735.5,611.6,97.4
MB20120486,Toyota,Rush,SUV,2012,114698,AT,Bensin,1500,Kuning,Denpasar,2,Lengkap,Tidak,Tidak,Ya,109.6,97.3,78.0
MB20100487,Toyota,Agya,City Car,2010,294714,MT,Bensin,1047,Abu-abu,Makassar,4,Sebagian,Tidak,Tidak,Ya,50.0,34.2,49.2
MB20100488,Toyota,Agya,City Car,2010,285424,MT,Bensin,1113,Abu-abu,Yogyakarta,3,Lengkap,Tidak,Tidak,Ya,50.0,35.4,56.0
MB20190489,Honda,HR-V,SUV,2019,80287,AT,Bensin,1776,Merah,Semarang,5,Sebagian,Tidak,Tidak,Ya,239.5,212.4,84.6
MB20110490,Toyota,Innova,MPV,2011,154593,MT,Bensin,2029,Silver,Semarang,3,Lengkap,Tidak,Tidak,Ya,96.2,119.8,28.4
MB20190491,Toyota,Avanza,MPV,2019,39029,AT,Bensin,1368,Putih,Surabaya,2,Lengkap,Tidak,Ya,Ya,162.5,136.2,85.4
MB20230492,Honda,Brio,City Car,2023,34943,MT,Bensin,1200,Biru,Bekasi,2,Lengkap,Tidak,Tidak,Ya,208.9,180.2,109.1
MB20180493,Daihatsu,Terios,SUV,2018,134784,MT,Bensin,1500,Hitam,Tangerang,2,Sebagian,Tidak,Tidak,Tidak,135.8,136.1,78.1
MB20140494,Toyota,Avanza,MPV,2014,119506,MT,Bensin,1401,Hitam,Bogor,1,Tidak Ada,Tidak,Tidak,Ya,79.7,86.3,58.3
MB20110495,Honda,Jazz,Hatchback,2011,363983,MT,Bensin,1500,Biru,Bekasi,1,Sebagian,Tidak,Ya,Ya,53.3,48.3,29.0
MB20180496,Toyota,Rush,SUV,2018,160778,MT,Bensin,1500,Merah,Jakarta,2,Sebagian,Tidak,Tidak,Tidak,82.8,146.6,21.2
MB20240497,Mitsubishi,Pajero Sport,SUV,2024,19878,AT,Diesel,2400,Silver,Jakarta,1,Sebagian,Tidak,Tidak,Ya,610.0,657.3,88.9
MB20140498,Mitsubishi,Pajero Sport,SUV,2014,275594,AT,Diesel,2400,Kuning,Yogyakarta,1,Sebagian,Tidak,Tidak,Ya,231.0,251.7,50.0
MB20200499,Toyota,Innova,MPV,2020,76932,AT,Diesel,2398,Abu-abu,Bekasi,1,Lengkap,Tidak,Tidak,Tidak,274.2,253.4,90.4
MB20100500,Mitsubishi,Xpander,MPV,2010,287318,MT,Bensin,1500,Kuning,Makassar,4,Sebagian,Tidak,Tidak,Ya,50.0,62.5,13.5
MB20160501,Toyota,Fortuner,SUV,2016,134437,AT,Bensin,2691,Silver,Bandung,2,Sebagian,Tidak,Tidak,Ya,354.2,268.3,73.8
